0,1,Labels
456.96,mauinuyvenison.com huberman to get 20 off your first order again that's Maui News venison.com to get 20 off your first order the huberman Lab podcast is now partnered with momentous supplements to find the supplements we discuss on the huberman Lab podcast you can go to live momentous spelled ous live momentous.com huberman ,1
855.06,is very different than the type of pain that arises from muscular tension as is the case with Tension Headache okay so now we have two sources of pain that is the ache in headache and there are two more that we need to think about in trying to better understand the different types of headaches that we'll discuss and in terms of trying to ,1
872.399,understand which are going to be the best treatments for the different types of headaches and those are neural and inflammatory responses so let's talk about the neural type first there is a type of headache that many people unfortunately suffer from we'll get into this in a bunch more detail in a moment but those are called cluster headaches ,1
1081.26,inflammatory cytokines but there are also non-inflammatory or anti-inflammatory cytokines but inflammatory molecules that are signaling to the rest of the body hey there's something going on here there's either some intrusive object and indeed if you were to get you know a bb or a splinter into a particular uh you know ,1
1100.039,skin area there'd be a lot of inflammation so it could be the introduction of a foreign physical object into an area that will cause inflammation it can be the presence of some sort of local toxin in that area it could be a more systemic inflammation nonetheless inflammation in the neck and head area where frankly anywhere within ,1
1342.32,exist in combination however this isn't important however all pain or I should say all experience of pain as a perception is going to be neural in origin when we experience pain whether or not it's a pin prick or a cut stub our toe we trip and fall or a headache it is neural in ,1
1995.179,pattern but can really extend to other tissues as well not so often in the face but really the head and often will start to climb up toward the top of the head they are not always in this Halo pattern sometimes they can be localized to one area such as the you know the back of the head or the front of the head or one side of the head more than others and ,1
2512.859,I'm going to pop a couple of aspirin okay what does aspirin do aspirin's and anti-inflammatory it also has pronounced effects on the vasodilation and vasoconstriction system it actually allows more blood to flow through those arteries vessels and capillaries a lot of people actually use baby aspirin or small amounts of aspirin as a way to ,1
2530.5,offset cardiovascular disease that's another discussion but what do we know we know that in migraine there's a hyper dilation of the blood vessels a hyper dilation of the very little portals that exist in the brain and around the brain and that are going to cause the pain you're going to activate those Sensory neurons those non-iceceptors that will ,1
2815.319,other symptom that's quite common in cluster type headache is a droopy eyelid which should make sense because the trigeminal innervates the eye region and there are other nerves that control the eyelid but they're in that General region and they can be impacted the other thing is something called meiosis which is that you can't dilate the pupil ,1
2831.76,I mentioned this before so those your pupils might get really really small and they won't dilate and the other thing is lacrimation tearing and then nasal discharge all because of a neural inflammation problem why do I tell you with such detail about cluster headaches well if you are somebody that's experiencing the kind of pain that is ,1
